"","workerid","firstutterance","predicate","noun","response","nounclass","slide_number","class","language"
"913",35,"is not","soft","carrot",0.59,"food",5,"texture","English "
"914",35,"is not","green","cheese",0.14,"food",6,"color","English "
"915",35,"is not","tiny","desk",0.32,"furniture",7,"size","English "
"916",35,"is not","brown","chair",0.1,"furniture",8,"color","English "
"917",35,"is not","plastic","desk",0.01,"furniture",9,"material","English "
"918",35,"is not","small","cheese",0.53,"food",10,"size","English "
"919",35,"is not","old","chair",0.63,"furniture",11,"age","English "
"920",35,"is not","new","desk",0,"furniture",12,"age","English "
"921",35,"is","long","couch",0.68,"furniture",13,"size","English "
"922",35,"is not","round","carrot",0.2,"food",14,"shape","English "
"923",35,"is not","square","desk",0.08,"furniture",15,"shape","English "
"924",35,"is not","metal","TV",0.01,"furniture",16,"material","English "
"925",35,"is","red","TV",0.11,"furniture",17,"color","English "
"926",35,"is not","wooden","apple",0.02,"food",18,"material","English "
"927",35,"is","big","cheese",0.71,"food",19,"size","English "
"928",35,"is not","short","couch",0.68,"furniture",20,"size","English "
"929",35,"is not","rotten","cheese",0.14,"food",21,"age","English "
"930",35,"is","huge","banana",0.69,"food",22,"size","English "
"931",35,"is not","purple","carrot",0,"food",23,"color","English "
"932",35,"is","fresh","cheese",0.63,"food",24,"age","English "
"933",35,"is not","good","fan",0.9,"furniture",25,"quality","English "
"934",35,"is","yellow","chair",0,"furniture",26,"color","English "
"935",35,"is","blue","banana",0.01,"food",27,"color","English "
"936",35,"is","smooth","tomato",0.84,"food",28,"texture","English "
"937",36,"is not","yellow","couch",0.86,"furniture",3,"color","english"
"938",36,"is not","metal","apple",0.68,"food",4,"material","english"
"939",36,"is","bad","apple",0.49,"food",5,"quality","english"
"940",36,"is not","fresh","chair",0.58,"furniture",6,"age","english"
"941",36,"is","long","fan",0.59,"furniture",7,"size","english"
"942",36,"is","red","carrot",0.27,"food",8,"color","english"
"943",36,"is not","soft","tomato",0.47,"food",9,"texture","english"
"944",36,"is","purple","apple",0.24,"food",10,"color","english"
"945",36,"is not","wooden","carrot",0.5,"food",11,"material","english"
"946",36,"is","square","cheese",0.27,"food",12,"shape","english"
"947",36,"is","plastic","tomato",0.55,"food",13,"material","english"
"948",36,"is","new","apple",0.51,"food",14,"age","english"
"949",36,"is not","green","tomato",0.63,"food",15,"color","english"
"950",36,"is","old","carrot",0.49,"food",16,"age","english"
"951",36,"is","rotten","fan",0.3,"furniture",17,"age","english"
"952",36,"is not","huge","fan",0.54,"furniture",18,"size","english"
"953",36,"is not","brown","TV",0.52,"furniture",19,"color","english"
"954",36,"is","short","TV",0.36,"furniture",20,"size","english"
"955",36,"is","tiny","fan",0.49,"furniture",21,"size","english"
"956",36,"is","round","banana",0.17,"food",22,"shape","english"
"957",36,"is not","smooth","apple",0.56,"food",23,"texture","english"
"958",36,"is not","hard","tomato",0.61,"food",24,"texture","english"
"959",36,"is","blue","TV",0.61,"furniture",25,"color","english"
"960",36,"is not","small","chair",0.48,"furniture",26,"size","english"
"961",36,"is not","good","chair",0.52,"furniture",27,"quality","english"
"962",36,"is","big","banana",0.5,"food",28,"size","english"
"963",37,"is not","purple","desk",0.66,"furniture",3,"color","English"
"964",37,"is","rotten","TV",0.98,"furniture",4,"age","English"
"965",37,"is","new","desk",0.02,"furniture",5,"age","English"
"966",37,"is not","smooth","banana",0.72,"food",6,"texture","English"
"967",37,"is not","old","cheese",0.55,"food",7,"age","English"
"968",37,"is","red","TV",0.51,"furniture",8,"color","English"
"969",37,"is","tiny","couch",0.75,"furniture",9,"size","English"
"970",37,"is not","square","fan",0.02,"furniture",10,"shape","English"
"971",37,"is not","plastic","TV",0.04,"furniture",11,"material","English"
"972",37,"is not","good","banana",0.99,"food",12,"quality","English"
"973",37,"is","yellow","carrot",0.61,"food",13,"color","English"
"974",37,"is not","blue","banana",0.64,"food",14,"color","English"
"975",37,"is not","wooden","couch",0.04,"furniture",15,"material","English"
"976",37,"is","big","couch",0.82,"furniture",16,"size","English"
"977",37,"is not","metal","tomato",0.03,"food",17,"material","English"
"978",37,"is not","fresh","banana",0.66,"food",18,"age","English"
"979",37,"is","bad","fan",0.96,"furniture",19,"quality","English"
"980",37,"is not","long","TV",0.71,"furniture",20,"size","English"
"981",37,"is","green","couch",0.66,"furniture",21,"color","English"
"982",37,"is not","brown","carrot",0.64,"food",22,"color","English"
"983",37,"is not","small","apple",0.78,"food",23,"size","English"
"984",37,"is not","short","banana",0.78,"food",24,"size","English"
"985",37,"is","huge","desk",0.86,"furniture",25,"size","English"
"986",37,"is","soft","TV",0.22,"furniture",26,"texture","English"
"987",37,"is","hard","carrot",0.61,"food",27,"texture","English"
"988",37,"is not","round","couch",0.04,"furniture",28,"shape","English"
"989",38,"is not","metal","apple",0,"food",3,"material","English"
"990",38,"is","new","desk",0.21,"furniture",4,"age","English"
"991",38,"is not","rotten","cheese",0,"food",5,"age","English"
"992",38,"is","short","chair",0.98,"furniture",6,"size","English"
"993",38,"is","wooden","TV",0,"furniture",7,"material","English"
"994",38,"is","smooth","TV",0.91,"furniture",8,"texture","English"
"995",38,"is","small","chair",0.9,"furniture",9,"size","English"
"996",38,"is not","red","couch",0.17,"furniture",10,"color","English"
"997",38,"is not","round","TV",0.27,"furniture",11,"shape","English"
"998",38,"is not","huge","desk",1,"furniture",12,"size","English"
"999",38,"is","hard","cheese",0.74,"food",13,"texture","English"
"1000",38,"is","plastic","apple",0.02,"food",14,"material","English"
"1001",38,"is not","soft","cheese",0.81,"food",15,"texture","English"
"1002",38,"is not","big","chair",1,"furniture",16,"size","English"
"1003",38,"is","fresh","TV",1,"furniture",17,"age","English"
"1004",38,"is","old","desk",0.77,"furniture",18,"age","English"
"1005",38,"is not","long","TV",1,"furniture",19,"size","English"
"1006",38,"is not","purple","desk",0,"furniture",20,"color","English"
"1007",38,"is","bad","desk",1,"furniture",21,"quality","English"
"1008",38,"is","tiny","cheese",0.89,"food",22,"size","English"
"1009",38,"is","blue","apple",0,"food",23,"color","English"
"1010",38,"is","brown","cheese",1,"food",24,"color","English"
"1011",38,"is not","green","fan",0.15,"furniture",25,"color","English"
"1012",38,"is not","good","fan",1,"furniture",26,"quality","English"
"1013",38,"is not","square","desk",0.62,"furniture",27,"shape","English"
"1014",38,"is not","yellow","carrot",0.37,"food",28,"color","English"
"1015",39,"is","purple","TV",0.03,"furniture",3,"color","Englsih"
"1016",39,"is not","wooden","chair",0.01,"furniture",4,"material","Englsih"
"1017",39,"is","green","cheese",0,"food",5,"color","Englsih"
"1018",39,"is","metal","carrot",0,"food",6,"material","Englsih"
"1019",39,"is not","smooth","desk",1,"furniture",7,"texture","Englsih"
"1020",39,"is","short","chair",0.99,"furniture",8,"size","Englsih"
"1021",39,"is","old","carrot",0.48,"food",9,"age","Englsih"
"1022",39,"is not","new","couch",0.77,"furniture",10,"age","Englsih"
"1023",39,"is","rotten","apple",0.37,"food",11,"age","Englsih"
"1024",39,"is not","huge","couch",0.95,"furniture",12,"size","Englsih"
"1025",39,"is","plastic","banana",0.03,"food",13,"material","Englsih"
"1026",39,"is not","red","carrot",0.02,"food",14,"color","Englsih"
"1027",39,"is not","blue","apple",0.01,"food",15,"color","Englsih"
"1028",39,"is not","small","couch",0.96,"furniture",16,"size","Englsih"
"1029",39,"is not","brown","tomato",0.02,"food",17,"color","Englsih"
"1030",39,"is","round","banana",0.05,"food",18,"shape","Englsih"
"1031",39,"is","fresh","fan",0.92,"furniture",19,"age","Englsih"
"1032",39,"is","big","tomato",0.95,"food",20,"size","Englsih"
"1033",39,"is","soft","banana",0.75,"food",21,"texture","Englsih"
"1034",39,"is","long","banana",0.98,"food",22,"size","Englsih"
"1035",39,"is not","yellow","banana",0.25,"food",23,"color","Englsih"
"1036",39,"is not","good","chair",0.99,"furniture",24,"quality","Englsih"
"1037",39,"is","bad","banana",0.6,"food",25,"quality","Englsih"
"1038",39,"is not","hard","cheese",0.95,"food",26,"texture","Englsih"
"1039",39,"is","square","banana",0.05,"food",27,"shape","Englsih"
"1040",39,"is","tiny","couch",0.97,"furniture",28,"size","Englsih"
